GridDimension: 10x10
Iteration,CellX,CellY,Susceptible,Infected,Recovered
0, 0, 0, 33.5075, 0, 0
0, 0, 1, 34.0921, 0, 0
0, 0, 2, 33.0995, 0, 0
0, 0, 3, 35.4428, 0, 0
0, 0, 4, 35.891, 0, 0
0, 0, 5, 34.5252, 0, 0
0, 0, 6, 34.2684, 0, 0
0, 0, 7, 34.2483, 0, 0
0, 0, 8, 35.3443, 0, 0
0, 0, 9, 32.7723, 0, 0
0, 1, 0, 33.8242, 0, 0
0, 1, 1, 32.6582, 0, 0
0, 1, 2, 33.7957, 0, 0
0, 1, 3, 33.0983, 0, 0
0, 1, 4, 34.2443, 0, 0
0, 1, 5, 33.4821, 0, 0
0, 1, 6, 34.7015, 0, 0
0, 1, 7, 33.9024, 0, 0
0, 1, 8, 33.8362, 0, 0
0, 1, 9, 33.5641, 0, 0
0, 2, 0, 33.0365, 0, 0
0, 2, 1, 33.1693, 0, 0
0, 2, 2, 34.8548, 0, 0
0, 2, 3, 35.4183, 0, 0
0, 2, 4, 34.7137, 0, 0
0, 2, 5, 32.641, 0, 0
0, 2, 6, 33.2794, 0, 0
0, 2, 7, 33.7005, 0, 0
0, 2, 8, 33.7791, 0, 0
0, 2, 9, 33.8851, 0, 0
0, 3, 0, 34.608, 0, 0
0, 3, 1, 34.521, 0, 0
0, 3, 2, 32.6845, 0, 0
0, 3, 3, 33.0832, 0, 0
0, 3, 4, 34.2508, 0, 0
0, 3, 5, 35.9449, 0, 0
0, 3, 6, 33.9837, 0, 0
0, 3, 7, 35.0127, 0, 0
0, 3, 8, 34.1781, 0, 0
0, 3, 9, 34.5103, 0, 0
0, 4, 0, 34.1613, 0, 0
0, 4, 1, 35.0393, 0, 0
0, 4, 2, 34.4023, 0, 0
0, 4, 3, 33.8781, 0, 0
0, 4, 4, 33.2429, 10, 0
0, 4, 5, 33.9528, 0, 0
0, 4, 6, 33.4192, 0, 0
0, 4, 7, 35.1417, 0, 0
0, 4, 8, 32.8887, 0, 0
0, 4, 9, 34.4609, 0, 0
0, 5, 0, 34.1912, 0, 0
0, 5, 1, 32.6831, 0, 0
0, 5, 2, 33.2086, 0, 0
0, 5, 3, 32.9918, 0, 0
0, 5, 4, 35.2046, 0, 0
0, 5, 5, 32.6315, 0, 0
0, 5, 6, 35.1206, 0, 0
0, 5, 7, 34.1036, 0, 0
