GridDimension: 20x20
Iteration,CellX,CellY,Susceptible,Infected,Recovered
0, 0, 0, 99, 0, 0
0, 0, 1, 93, 0, 0
0, 0, 2, 79, 0, 0
0, 0, 3, 116, 0, 0
0, 0, 4, 79, 0, 0
0, 0, 5, 101, 0, 0
0, 0, 6, 97, 0, 0
0, 0, 7, 112, 0, 0
0, 0, 8, 93, 0, 0
0, 0, 9, 80, 0, 0
0, 0, 10, 89, 0, 0
0, 0, 11, 97, 0, 0
0, 0, 12, 110, 0, 0
0, 0, 13, 79, 0, 0
0, 0, 14, 93, 0, 0
0, 0, 15, 79, 0, 0
0, 0, 16, 82, 0, 0
0, 0, 17, 102, 0, 0
0, 0, 18, 75, 0, 0
0, 0, 19, 98, 0, 0
0, 1, 0, 93, 0, 0
0, 1, 1, 102, 0, 0
0, 1, 2, 91, 0, 0
0, 1, 3, 97, 0, 0
0, 1, 4, 96, 0, 0
0, 1, 5, 100, 0, 0
0, 1, 6, 91, 0, 0
0, 1, 7, 80, 0, 0
0, 1, 8, 78, 0, 0
0, 1, 9, 87, 0, 0
0, 1, 10, 105, 0, 0
0, 1, 11, 106, 0, 0
0, 1, 12, 98, 0, 0
0, 1, 13, 97, 0, 0
0, 1, 14, 100, 0, 0
0, 1, 15, 93, 0, 0
0, 1, 16, 71, 0, 0
0, 1, 17, 86, 0, 0
0, 1, 18, 78, 0, 0
0, 1, 19, 94, 0, 0
0, 2, 0, 83, 0, 0
0, 2, 1, 79, 0, 0
0, 2, 2, 90, 0, 0
0, 2, 3, 86, 0, 0
0, 2, 4, 102, 0, 0
0, 2, 5, 85, 0, 0
0, 2, 6, 95, 0, 0
0, 2, 7, 85, 0, 0
0, 2, 8, 92, 0, 0
0, 2, 9, 102, 0, 0
0, 2, 10, 98, 0, 0
0, 2, 11, 93, 0, 0
0, 2, 12, 83, 0, 0
0, 2, 13, 70, 0, 0
0, 2, 14, 85, 0, 0
0, 2, 15, 74, 0, 0
0, 2, 16, 107, 0, 0
0, 2, 17, 106, 0, 0
0, 2, 18, 90, 0, 0
0, 2, 19, 91, 0, 0
0, 3, 0, 80, 0, 0
0, 3, 1, 95, 0, 0
0, 3, 2, 90, 0, 0
0, 3, 3, 94, 0, 0
0, 3, 4, 95, 0, 0
0, 3, 5, 101, 0, 0
0, 3, 6, 72, 0, 0
0, 3, 7, 81, 0, 0
0, 3, 8, 92, 0, 0
0, 3, 9, 100, 0, 0
0, 3, 10, 96, 0, 0
0, 3, 11, 79, 0, 0
0, 3, 12, 93, 0, 0
0, 3, 13, 96, 0, 0
0, 3, 14, 93, 0, 0
0, 3, 15, 85, 0, 0
0, 3, 16, 102, 0, 0
0, 3, 17, 92, 0, 0
0, 3, 18, 88, 0, 0
0, 3, 19, 94, 0, 0
0, 4, 0, 101, 0, 0
0, 4, 1, 100, 0, 0
0, 4, 2, 91, 0, 0
0, 4, 3, 84, 0, 0
0, 4, 4, 86, 0, 0
0, 4, 5, 83, 0, 0
0, 4, 6, 90, 0, 0
0, 4, 7, 69, 0, 0
0, 4, 8, 107, 0, 0
0, 4, 9, 92, 0, 0
0, 4, 10, 93, 0, 0
0, 4, 11, 91, 0, 0
0, 4, 12, 91, 0, 0
0, 4, 13, 77, 0, 0
0, 4, 14, 102, 0, 0
0, 4, 15, 91, 0, 0
0, 4, 16, 103, 0, 0
0, 4, 17, 90, 0, 0
0, 4, 18, 95, 0, 0
0, 4, 19, 87, 0, 0
0, 5, 0, 89, 0, 0
0, 5, 1, 88, 0, 0
0, 5, 2, 93, 0, 0
0, 5, 3, 85, 0, 0
0, 5, 4, 99, 0, 0
0, 5, 5, 85, 0, 0
0, 5, 6, 102, 0, 0
0, 5, 7, 107, 0, 0
0, 5, 8, 97, 0, 0
0, 5, 9, 118, 0, 0
0, 5, 10, 98, 0, 0
0, 5, 11, 86, 0, 0
0, 5, 12, 96, 0, 0
0, 5, 13, 100, 0, 0
0, 5, 14, 84, 0, 0
0, 5, 15, 97, 0, 0
0, 5, 16, 67, 0, 0
0, 5, 17, 102, 0, 0
0, 5, 18, 80, 0, 0
0, 5, 19, 106, 0, 0
0, 6, 0, 99, 0, 0
0, 6, 1, 86, 0, 0
0, 6, 2, 91, 0, 0
0, 6, 3, 86, 0, 0
0, 6, 4, 80, 0, 0
0, 6, 5, 85, 0, 0
0, 6, 6, 88, 0, 0
0, 6, 7, 94, 0, 0
0, 6, 8, 91, 0, 0
0, 6, 9, 94, 0, 0
0, 6, 10, 78, 0, 0
0, 6, 11, 80, 0, 0
0, 6, 12, 91, 0, 0
0, 6, 13, 85, 0, 0
0, 6, 14, 107, 0, 0
0, 6, 15, 105, 0, 0
0, 6, 16, 81, 0, 0
0, 6, 17, 90, 0, 0
0, 6, 18, 103, 0, 0
0, 6, 19, 88, 0, 0
0, 7, 0, 86, 0, 0
0, 7, 1, 87, 0, 0
0, 7, 2, 91, 0, 0
0, 7, 3, 75, 0, 0
0, 7, 4, 103, 0, 0
0, 7, 5, 89, 0, 0
0, 7, 6, 92, 0, 0
0, 7, 7, 73, 0, 0
0, 7, 8, 109, 0, 0
0, 7, 9, 98, 0, 0
0, 7, 10, 105, 0, 0
0, 7, 11, 87, 0, 0
0, 7, 12, 88, 0, 0
0, 7, 13, 82, 0, 0
0, 7, 14, 93, 0, 0
0, 7, 15, 101, 0, 0
0, 7, 16, 80, 0, 0
0, 7, 17, 91, 0, 0
0, 7, 18, 89, 0, 0
0, 7, 19, 115, 0, 0
0, 8, 0, 94, 0, 0
0, 8, 1, 82, 0, 0
0, 8, 2, 81, 0, 0
0, 8, 3, 94, 0, 0
0, 8, 4, 88, 0, 0
0, 8, 5, 80, 0, 0
0, 8, 6, 90, 0, 0
0, 8, 7, 88, 0, 0
0, 8, 8, 94, 0, 0
0, 8, 9, 105, 0, 0
0, 8, 10, 105, 0, 0
0, 8, 11, 101, 0, 0
0, 8, 12, 93, 0, 0
0, 8, 13, 90, 0, 0
0, 8, 14, 97, 0, 0
0, 8, 15, 82, 0, 0
0, 8, 16, 89, 0, 0
0, 8, 17, 108, 0, 0
0, 8, 18, 81, 0, 0
0, 8, 19, 102, 0, 0
0, 9, 0, 93, 0, 0
0, 9, 1, 96, 0, 0
0, 9, 2, 84, 0, 0
0, 9, 3, 90, 0, 0
0, 9, 4, 100, 0, 0
0, 9, 5, 92, 0, 0
0, 9, 6, 77, 0, 0
0, 9, 7, 101, 0, 0
0, 9, 8, 107, 0, 0
0, 9, 9, 86, 100, 0
0, 9, 10, 74, 0, 0
0, 9, 11, 93, 0, 0
0, 9, 12, 108, 0, 0
0, 9, 13, 97, 0, 0
0, 9, 14, 75, 0, 0
0, 9, 15, 85, 0, 0
0, 9, 16, 89, 0, 0
0, 9, 17, 100, 0, 0
0, 9, 18, 110, 0, 0
0, 9, 19, 76, 0, 0
0, 10, 0, 83, 0, 0
0, 10, 1, 102, 0, 0
0, 10, 2, 80, 0, 0
0, 10, 3, 92, 0, 0
0, 10, 4, 86, 0, 0
0, 10, 5, 104, 0, 0
0, 10, 6, 113, 0, 0
0, 10, 7, 86, 0, 0
0, 10, 8, 97, 0, 0
0, 10, 9, 78, 0, 0
0, 10, 10, 89, 0, 0
0, 10, 11, 108, 0, 0
0, 10, 12, 85, 0, 0
0, 10, 13, 92, 0, 0
0, 10, 14, 95, 0, 0
0, 10, 15, 89, 0, 0
0, 10, 16, 94, 0, 0
0, 10, 17, 102, 0, 0
0, 10, 18, 96, 0, 0
0, 10, 19, 94, 0, 0
0, 11, 0, 107, 0, 0
0, 11, 1, 74, 0, 0
0, 11, 2, 85, 0, 0
0, 11, 3, 97, 0, 0
0, 11, 4, 92, 0, 0
0, 11, 5, 89, 0, 0
0, 11, 6, 65, 0, 0
0, 11, 7, 89, 0, 0
0, 11, 8, 90, 0, 0
0, 11, 9, 90, 0, 0
0, 11, 10, 109, 0, 0
0, 11, 11, 96, 0, 0
0, 11, 12, 95, 0, 0
0, 11, 13, 82, 0, 0
0, 11, 14, 99, 0, 0
0, 11, 15, 98, 0, 0
0, 11, 16, 81, 0, 0
0, 11, 17, 77, 0, 0
0, 11, 18, 77, 0, 0
0, 11, 19, 93, 0, 0
0, 12, 0, 90, 0, 0
0, 12, 1, 90, 0, 0
0, 12, 2, 91, 0, 0
0, 12, 3, 77, 0, 0
0, 12, 4, 85, 0, 0
0, 12, 5, 103, 0, 0
0, 12, 6, 100, 0, 0
0, 12, 7, 89, 0, 0
0, 12, 8, 92, 0, 0
0, 12, 9, 80, 0, 0
0, 12, 10, 84, 0, 0
0, 12, 11, 100, 0, 0
0, 12, 12, 100, 0, 0
0, 12, 13, 105, 0, 0
0, 12, 14, 102, 0, 0
0, 12, 15, 94, 0, 0
0, 12, 16, 96, 0, 0
0, 12, 17, 96, 0, 0
0, 12, 18, 98, 0, 0
0, 12, 19, 102, 0, 0
0, 13, 0, 90, 0, 0
0, 13, 1, 93, 0, 0
0, 13, 2, 79, 0, 0
0, 13, 3, 82, 0, 0
0, 13, 4, 101, 0, 0
0, 13, 5, 79, 0, 0
0, 13, 6, 85, 0, 0
0, 13, 7, 90, 0, 0
0, 13, 8, 91, 0, 0
0, 13, 9, 101, 0, 0
0, 13, 10, 91, 0, 0
0, 13, 11, 96, 0, 0
0, 13, 12, 71, 0, 0
0, 13, 13, 82, 0, 0
0, 13, 14, 107, 0, 0
0, 13, 15, 86, 0, 0
0, 13, 16, 93, 0, 0
0, 13, 17, 96, 0, 0
0, 13, 18, 97, 0, 0
0, 13, 19, 77, 0, 0
0, 14, 0, 87, 0, 0
0, 14, 1, 88, 0, 0
0, 14, 2, 95, 0, 0
0, 14, 3, 112, 0, 0
0, 14, 4, 87, 0, 0
0, 14, 5, 91, 0, 0
0, 14, 6, 95, 0, 0
0, 14, 7, 96, 0, 0
0, 14, 8, 99, 0, 0
0, 14, 9, 91, 0, 0
0, 14, 10, 97, 0, 0
0, 14, 11, 117, 0, 0
0, 14, 12, 102, 0, 0
0, 14, 13, 94, 0, 0
0, 14, 14, 90, 0, 0
0, 14, 15, 77, 0, 0
0, 14, 16, 118, 0, 0
0, 14, 17, 82, 0, 0
0, 14, 18, 93, 0, 0
0, 14, 19, 80, 0, 0
0, 15, 0, 92, 0, 0
0, 15, 1, 91, 0, 0
0, 15, 2, 88, 0, 0
0, 15, 3, 105, 0, 0
0, 15, 4, 72, 0, 0
0, 15, 5, 82, 0, 0
0, 15, 6, 102, 0, 0
0, 15, 7, 109, 0, 0
0, 15, 8, 87, 0, 0
0, 15, 9, 99, 0, 0
0, 15, 10, 94, 0, 0
0, 15, 11, 71, 0, 0
0, 15, 12, 82, 0, 0
0, 15, 13, 94, 0, 0
0, 15, 14, 82, 0, 0
0, 15, 15, 93, 0, 0
0, 15, 16, 88, 0, 0
0, 15, 17, 105, 0, 0
0, 15, 18, 93, 0, 0
0, 15, 19, 81, 0, 0
0, 16, 0, 105, 0, 0
0, 16, 1, 93, 0, 0
0, 16, 2, 101, 0, 0
0, 16, 3, 82, 0, 0
0, 16, 4, 109, 0, 0
0, 16, 5, 90, 0, 0
0, 16, 6, 89, 0, 0
0, 16, 7, 90, 0, 0
0, 16, 8, 105, 0, 0
0, 16, 9, 85, 0, 0
0, 16, 10, 92, 0, 0
0, 16, 11, 84, 0, 0
0, 16, 12, 84, 0, 0
0, 16, 13, 81, 0, 0
0, 16, 14, 83, 0, 0
0, 16, 15, 78, 0, 0
0, 16, 16, 87, 0, 0
0, 16, 17, 76, 0, 0
0, 16, 18, 87, 0, 0
0, 16, 19, 76, 0, 0
0, 17, 0, 85, 0, 0
0, 17, 1, 109, 0, 0
0, 17, 2, 96, 0, 0
0, 17, 3, 91, 0, 0
0, 17, 4, 83, 0, 0
0, 17, 5, 100, 0, 0
0, 17, 6, 84, 0, 0
0, 17, 7, 80, 0, 0
0, 17, 8, 99, 0, 0
0, 17, 9, 84, 0, 0
0, 17, 10, 85, 0, 0
0, 17, 11, 91, 0, 0
0, 17, 12, 102, 0, 0
0, 17, 13, 93, 0, 0
0, 17, 14, 86, 0, 0
0, 17, 15, 99, 0, 0
0, 17, 16, 94, 0, 0
0, 17, 17, 92, 0, 0
0, 17, 18, 83, 0, 0
0, 17, 19, 104, 0, 0
0, 18, 0, 95, 0, 0
0, 18, 1, 87, 0, 0
0, 18, 2, 94, 0, 0
0, 18, 3, 87, 0, 0
0, 18, 4, 88, 0, 0
0, 18, 5, 98, 0, 0
0, 18, 6, 86, 0, 0
0, 18, 7, 90, 0, 0
0, 18, 8, 104, 0, 0
0, 18, 9, 111, 0, 0
0, 18, 10, 82, 0, 0
0, 18, 11, 92, 0, 0
0, 18, 12, 94, 0, 0
0, 18, 13, 98, 0, 0
0, 18, 14, 88, 0, 0
0, 18, 15, 96, 0, 0
0, 18, 16, 82, 0, 0
0, 18, 17, 73, 0, 0
0, 18, 18, 89, 0, 0
0, 18, 19, 103, 0, 0
0, 19, 0, 115, 0, 0
0, 19, 1, 102, 0, 0
0, 19, 2, 98, 0, 0
0, 19, 3, 95, 0, 0
0, 19, 4, 93, 0, 0
0, 19, 5, 89, 0, 0
0, 19, 6, 106, 0, 0
0, 19, 7, 106, 0, 0
0, 19, 8, 74, 0, 0
0, 19, 9, 96, 0, 0
0, 19, 10, 97, 0, 0
0, 19, 11, 108, 0, 0
0, 19, 12, 90, 0, 0
0, 19, 13, 84, 0, 0
0, 19, 14, 88, 0, 0
0, 19, 15, 90, 0, 0
0, 19, 16, 90, 0, 0
0, 19, 17, 92, 0, 0
0, 19, 18, 92, 0, 0
0, 19, 19, 104, 0, 0
1, 0, 0, 102, 0, 0
1, 0, 1, 90, 0, 0
1, 0, 2, 81, 0, 0
1, 0, 3, 114, 0, 0
1, 0, 4, 81, 0, 0
1, 0, 5, 99, 0, 0
1, 0, 6, 97, 0, 0
1, 0, 7, 116, 0, 0
1, 0, 8, 91, 0, 0
1, 0, 9, 82, 0, 0
1, 0, 10, 89, 0, 0
1, 0, 11, 96, 0, 0
1, 0, 12, 110, 0, 0
1, 0, 13, 80, 0, 0
1, 0, 14, 96, 0, 0
1, 0, 15, 79, 0, 0
1, 0, 16, 80, 0, 0
1, 0, 17, 99, 0, 0
1, 0, 18, 78, 0, 0
1, 0, 19, 99, 0, 0
1, 1, 0, 95, 0, 0
1, 1, 1, 98, 0, 0
1, 1, 2, 94, 0, 0
1, 1, 3, 97, 0, 0
1, 1, 4, 96, 0, 0
1, 1, 5, 97, 0, 0
1, 1, 6, 91, 0, 0
1, 1, 7, 82, 0, 0
1, 1, 8, 77, 0, 0
1, 1, 9, 86, 0, 0
1, 1, 10, 105, 0, 0
1, 1, 11, 106, 0, 0
1, 1, 12, 98, 0, 0
1, 1, 13, 97, 0, 0
1, 1, 14, 101, 0, 0
1, 1, 15, 92, 0, 0
1, 1, 16, 75, 0, 0
1, 1, 17, 86, 0, 0
1, 1, 18, 76, 0, 0
1, 1, 19, 92, 0, 0
1, 2, 0, 80, 0, 0
1, 2, 1, 81, 0, 0
1, 2, 2, 87, 0, 0
1, 2, 3, 90, 0, 0
1, 2, 4, 99, 0, 0
1, 2, 5, 87, 0, 0
1, 2, 6, 95, 0, 0
1, 2, 7, 86, 0, 0
1, 2, 8, 91, 0, 0
1, 2, 9, 101, 0, 0
1, 2, 10, 97, 0, 0
