GridDimension: 20x20
Iteration,CellX,CellY,Susceptible,Infected,Recovered
0, 0, 0, 89.8902, 0, 0
0, 0, 1, 88.4719, 0, 0
0, 0, 2, 89.8764, 0, 0
0, 0, 3, 94.0435, 0, 0
0, 0, 4, 88.1326, 0, 0
0, 0, 5, 95.9733, 0, 0
0, 0, 6, 93.3222, 0, 0
0, 0, 7, 92.2165, 0, 0
0, 0, 8, 91.6755, 0, 0
0, 0, 9, 92.2817, 0, 0
0, 0, 10, 94.4142, 0, 0
0, 0, 11, 87.6115, 0, 0
0, 0, 12, 93.661, 0, 0
0, 0, 13, 88.2818, 0, 0
0, 0, 14, 92.2685, 0, 0
0, 0, 15, 90.9819, 0, 0
0, 0, 16, 93.1674, 0, 0
0, 0, 17, 95.5365, 0, 0
0, 0, 18, 94.3935, 0, 0
0, 0, 19, 89.9789, 0, 0
0, 1, 0, 94.6724, 0, 0
0, 1, 1, 93.9212, 0, 0
0, 1, 2, 91.4938, 0, 0
0, 1, 3, 88.4674, 0, 0
0, 1, 4, 94.9009, 0, 0
0, 1, 5, 87.5734, 0, 0
0, 1, 6, 93.0601, 0, 0
0, 1, 7, 87.3522, 0, 0
0, 1, 8, 93.7543, 0, 0
0, 1, 9, 93.1704, 0, 0
0, 1, 10, 95.2921, 0, 0
0, 1, 11, 89.4886, 0, 0
0, 1, 12, 92.6275, 0, 0
0, 1, 13, 88.0696, 0, 0
0, 1, 14, 91.456, 0, 0
0, 1, 15, 91.9759, 0, 0
0, 1, 16, 89.2828, 0, 0
0, 1, 17, 92.6334, 0, 0
0, 1, 18, 87.9769, 0, 0
0, 1, 19, 93.3611, 0, 0
0, 2, 0, 87.6353, 0, 0
0, 2, 1, 93.1366, 0, 0
0, 2, 2, 89.5659, 0, 0
0, 2, 3, 88.2278, 0, 0
0, 2, 4, 94.9202, 0, 0
0, 2, 5, 89.6849, 0, 0
0, 2, 6, 90.0789, 0, 0
0, 2, 7, 95.0445, 0, 0
0, 2, 8, 87.8968, 0, 0
0, 2, 9, 94.818, 0, 0
0, 2, 10, 87.4639, 0, 0
0, 2, 11, 88.8186, 0, 0
0, 2, 12, 94.8858, 0, 0
0, 2, 13, 91.9687, 0, 0
0, 2, 14, 95.2652, 0, 0
0, 2, 15, 95.4665, 0, 0
0, 2, 16, 90.8654, 0, 0
0, 2, 17, 91.4114, 0, 0
0, 2, 18, 95.6362, 0, 0
0, 2, 19, 90.0612, 0, 0
0, 3, 0, 90.9786, 0, 0
0, 3, 1, 91.0169, 0, 0
0, 3, 2, 89.8384, 0, 0
0, 3, 3, 93.4941, 0, 0
0, 3, 4, 93.7974, 0, 0
0, 3, 5, 88.6164, 0, 0
0, 3, 6, 90.2508, 0, 0
0, 3, 7, 91.3689, 0, 0
0, 3, 8, 94.5489, 0, 0
0, 3, 9, 90.9256, 0, 0
0, 3, 10, 90.5837, 0, 0
0, 3, 11, 96.2556, 0, 0
0, 3, 12, 94.8989, 0, 0
0, 3, 13, 91.5041, 0, 0
0, 3, 14, 87.7075, 0, 0
0, 3, 15, 96.4026, 0, 0
0, 3, 16, 90.9452, 0, 0
0, 3, 17, 91.1477, 0, 0
0, 3, 18, 90.8638, 0, 0
0, 3, 19, 92.7611, 0, 0
0, 4, 0, 94.4725, 0, 0
0, 4, 1, 87.3158, 0, 0
0, 4, 2, 90.733, 0, 0
0, 4, 3, 95.8661, 0, 0
0, 4, 4, 95.7115, 0, 0
0, 4, 5, 87.6428, 0, 0
0, 4, 6, 89.2924, 0, 0
0, 4, 7, 91.7519, 0, 0
0, 4, 8, 96.0643, 0, 0
0, 4, 9, 92.4847, 0, 0
0, 4, 10, 89.5273, 0, 0
0, 4, 11, 96.1797, 0, 0
0, 4, 12, 91.5078, 0, 0
0, 4, 13, 92.373, 0, 0
0, 4, 14, 90.8808, 0, 0
0, 4, 15, 95.3204, 0, 0
0, 4, 16, 89.2607, 0, 0
0, 4, 17, 89.5564, 0, 0
0, 4, 18, 90.4365, 0, 0
0, 4, 19, 93.101, 0, 0
0, 5, 0, 93.4835, 0, 0
0, 5, 1, 88.5741, 0, 0
0, 5, 2, 89.8344, 0, 0
0, 5, 3, 90.8822, 0, 0
0, 5, 4, 87.5359, 0, 0
0, 5, 5, 92.5634, 0, 0
0, 5, 6, 89.5743, 0, 0
0, 5, 7, 91.2224, 0, 0
0, 5, 8, 95.3738, 0, 0
0, 5, 9, 96.129, 0, 0
0, 5, 10, 89.0499, 0, 0
0, 5, 11, 89.0244, 0, 0
0, 5, 12, 92.6981, 0, 0
0, 5, 13, 93.1187, 0, 0
0, 5, 14, 92.3198, 0, 0
0, 5, 15, 95.9431, 0, 0
0, 5, 16, 88.9958, 0, 0
0, 5, 17, 90.1374, 0, 0
0, 5, 18, 92.0868, 0, 0
0, 5, 19, 87.9503, 0, 0
0, 6, 0, 96.0358, 0, 0
0, 6, 1, 89.0905, 0, 0
0, 6, 2, 96.1125, 0, 0
0, 6, 3, 96.264, 0, 0
0, 6, 4, 92.9226, 0, 0
0, 6, 5, 93.8156, 0, 0
0, 6, 6, 95.1397, 0, 0
0, 6, 7, 92.9784, 0, 0
0, 6, 8, 88.6405, 0, 0
0, 6, 9, 94.9225, 0, 0
0, 6, 10, 91.6007, 0, 0
0, 6, 11, 93.4625, 0, 0
0, 6, 12, 89.4016, 0, 0
0, 6, 13, 87.8906, 0, 0
0, 6, 14, 88.1846, 0, 0
0, 6, 15, 90.1621, 0, 0
0, 6, 16, 90.0795, 0, 0
0, 6, 17, 87.7305, 0, 0
0, 6, 18, 91.3132, 0, 0
0, 6, 19, 93.0632, 0, 0
0, 7, 0, 89.7297, 0, 0
0, 7, 1, 94.3241, 0, 0
0, 7, 2, 92.8272, 0, 0
0, 7, 3, 93.3141, 0, 0
0, 7, 4, 94.491, 0, 0
0, 7, 5, 91.027, 0, 0
0, 7, 6, 94.1057, 0, 0
0, 7, 7, 87.6333, 0, 0
