GridDimension: 10x10
Iteration,CellX,CellY,Susceptible,Infected,Recovered
0, 0, 0, 32, 0, 0
0, 0, 1, 28, 0, 0
0, 0, 2, 32, 0, 0
0, 0, 3, 28, 0, 0
0, 0, 4, 37, 0, 0
0, 0, 5, 28, 0, 0
0, 0, 6, 23, 0, 0
0, 0, 7, 41, 0, 0
0, 0, 8, 26, 0, 0
0, 0, 9, 37, 0, 0
0, 1, 0, 45, 0, 0
0, 1, 1, 31, 0, 0
0, 1, 2, 32, 0, 0
0, 1, 3, 36, 0, 0
0, 1, 4, 23, 0, 0
0, 1, 5, 41, 0, 0
0, 1, 6, 21, 0, 0
0, 1, 7, 23, 0, 0
0, 1, 8, 32, 0, 0
0, 1, 9, 34, 0, 0
0, 2, 0, 38, 0, 0
0, 2, 1, 32, 0, 0
0, 2, 2, 28, 0, 0
0, 2, 3, 32, 0, 0
0, 2, 4, 42, 0, 0
0, 2, 5, 41, 0, 0
0, 2, 6, 46, 0, 0
0, 2, 7, 31, 0, 0
0, 2, 8, 27, 0, 0
0, 2, 9, 41, 0, 0
0, 3, 0, 46, 0, 0
0, 3, 1, 39, 0, 0
0, 3, 2, 50, 0, 0
0, 3, 3, 32, 0, 0
0, 3, 4, 37, 0, 0
0, 3, 5, 28, 0, 0
0, 3, 6, 37, 0, 0
0, 3, 7, 39, 0, 0
0, 3, 8, 34, 0, 0
0, 3, 9, 42, 0, 0
0, 4, 0, 36, 0, 0
0, 4, 1, 36, 0, 0
0, 4, 2, 41, 0, 0
0, 4, 3, 29, 0, 0
0, 4, 4, 33, 10, 0
0, 4, 5, 42, 0, 0
0, 4, 6, 27, 0, 0
0, 4, 7, 37, 0, 0
0, 4, 8, 38, 0, 0
0, 4, 9, 28, 0, 0
0, 5, 0, 35, 0, 0
0, 5, 1, 36, 0, 0
0, 5, 2, 37, 0, 0
0, 5, 3, 31, 0, 0
0, 5, 4, 37, 0, 0
0, 5, 5, 30, 0, 0
0, 5, 6, 34, 0, 0
0, 5, 7, 25, 0, 0
0, 5, 8, 32, 0, 0
0, 5, 9, 32, 0, 0
0, 6, 0, 35, 0, 0
0, 6, 1, 32, 0, 0
0, 6, 2, 42, 0, 0
0, 6, 3, 35, 0, 0
0, 6, 4, 33, 0, 0
0, 6, 5, 38, 0, 0
0, 6, 6, 40, 0, 0
0, 6, 7, 29, 0, 0
0, 6, 8, 31, 0, 0
0, 6, 9, 38, 0, 0
0, 7, 0, 32, 0, 0
0, 7, 1, 33, 0, 0
0, 7, 2, 34, 0, 0
0, 7, 3, 39, 0, 0
0, 7, 4, 27, 0, 0
0, 7, 5, 37, 0, 0
0, 7, 6, 39, 0, 0
0, 7, 7, 31, 0, 0
0, 7, 8, 39, 0, 0
0, 7, 9, 39, 0, 0
0, 8, 0, 32, 0, 0
0, 8, 1, 27, 0, 0
0, 8, 2, 19, 0, 0
0, 8, 3, 26, 0, 0
0, 8, 4, 41, 0, 0
0, 8, 5, 39, 0, 0
0, 8, 6, 30, 0, 0
0, 8, 7, 25, 0, 0
0, 8, 8, 49, 0, 0
0, 8, 9, 30, 0, 0
0, 9, 0, 32, 0, 0
0, 9, 1, 35, 0, 0
0, 9, 2, 35, 0, 0
0, 9, 3, 42, 0, 0
0, 9, 4, 40, 0, 0
0, 9, 5, 33, 0, 0
0, 9, 6, 35, 0, 0
0, 9, 7, 23, 0, 0
0, 9, 8, 43, 0, 0
0, 9, 9, 25, 0, 0
1, 0, 0, 32, 0, 0
1, 0, 1, 26, 0, 0
1, 0, 2, 32, 0, 0
1, 0, 3, 28, 0, 0
1, 0, 4, 38, 0, 0
1, 0, 5, 30, 0, 0
1, 0, 6, 23, 0, 0
1, 0, 7, 39, 0, 0
1, 0, 8, 27, 0, 0
1, 0, 9, 37, 0, 0
1, 1, 0, 44, 0, 0
1, 1, 1, 35, 0, 0
1, 1, 2, 32, 0, 0
1, 1, 3, 34, 0, 0
1, 1, 4, 24, 0, 0
1, 1, 5, 39, 0, 0
1, 1, 6, 21, 0, 0
1, 1, 7, 24, 0, 0
1, 1, 8, 32, 0, 0
1, 1, 9, 33, 0, 0
1, 2, 0, 42, 0, 0
1, 2, 1, 28, 0, 0
1, 2, 2, 27, 0, 0
1, 2, 3, 34, 0, 0
1, 2, 4, 42, 0, 0
1, 2, 5, 42, 0, 0
1, 2, 6, 45, 0, 0
1, 2, 7, 31, 0, 0
1, 2, 8, 28, 0, 0
1, 2, 9, 41, 0, 0
1, 3, 0, 46, 0, 0
1, 3, 1, 40, 0, 0
1, 3, 2, 49, 0, 0
1, 3, 3, 31, 0, 0
1, 3, 4, 37, 0, 0
1, 3, 5, 27, 0, 0
1, 3, 6, 37, 0, 0
1, 3, 7, 38, 0, 0
1, 3, 8, 33, 0, 0
1, 3, 9, 41, 0, 0
1, 4, 0, 35, 0, 0
1, 4, 1, 37, 0, 0
1, 4, 2, 40, 0, 0
1, 4, 3, 28, 0, 0
1, 4, 4, 31, 13, 1
1, 4, 5, 41, 0, 0
1, 4, 6, 27, 0, 0
1, 4, 7, 40, 0, 0
1, 4, 8, 38, 0, 0
1, 4, 9, 29, 0, 0
1, 5, 0, 35, 0, 0
1, 5, 1, 37, 0, 0
1, 5, 2, 37, 0, 0
1, 5, 3, 32, 0, 0
1, 5, 4, 38, 0, 0
1, 5, 5, 30, 0, 0
1, 5, 6, 35, 0, 0
1, 5, 7, 26, 0, 0
1, 5, 8, 29, 0, 0
1, 5, 9, 33, 0, 0
1, 6, 0, 34, 0, 0
1, 6, 1, 33, 0, 0
1, 6, 2, 40, 0, 0
1, 6, 3, 35, 0, 0
1, 6, 4, 32, 0, 0
1, 6, 5, 39, 0, 0
1, 6, 6, 40, 0, 0
1, 6, 7, 28, 0, 0
1, 6, 8, 32, 0, 0
1, 6, 9, 36, 0, 0
